"Номер объекта","Вид объекта недвижимости","Кадастровый квартал","Площадь, кв.м.","Тип сделки","Дата сделки","Дата регистрации/ предложения","Цена сделки/ предложения, руб.","Удельная цена сделки/ предложения, руб./кв.м.","Доля в праве на объект недвижимости","Назначение/Категория земель","Разрешенное использование","Количество надземных этажей","Подземная этажность","Ограничения (обременения) вещных прав","Жилая площадь, кв.м.","Наименование","ОКАТО","Субъект","Район","Город","Населенный пункт","Улица","Номер  этажа","Количество объектов в сделке","Источник данных","Организация","Материал наружных стен","Год ввода в эксплуатацию","Год завершения строительства","Вид жилого помещения в многоквартирном доме","Тип информации","Идентификатор записи"
"69302005","Помещение","78:40:0019146",42,9,"Договор купли-продажи","09.2013","09.2013",2890000,00,67365,97,,"Жилое помещение",,,,"Ипотека",28,2,"Квартира","40290555000","Г.Санкт-Петербург",,,"Стрельна","Грибоедова","3",2,"Из учетных систем Росреестра","Росреестр","Не указан","2004","Не указан","Не указан","Сделка",6454114281
"32844033","Помещение","78:06:0002203",37,2,"Договор купли-продажи","12.2012","01.2013",1000000,00,26881,72,"4/5","Жилое помещение",,,,"Без обременения",,"Квартира","40263565000","Г.Санкт-Петербург",,,,"Капитанская","11",2,"Из учетных систем Росреестра","Росреестр","Не указан","2012","Не указан","Не указан","Сделка",6454114296
"29220033","Помещение","78:06:0002208",40,1,"Договор купли-продажи","02.2013","02.2013",3800000,00,94763,09,"1/3","Жилое помещение",,,,"Без обременения",,"Квартира","40263563000","Г.Санкт-Петербург",,,,"Гаванская","2",5,"Из учетных систем Росреестра","Росреестр","Не указан","2000","Не указан","Не указан","Сделка",6454116345
"77627030","Помещение","78:32:0007507",100,6,"Договор купли-продажи","11.2013","12.2013",1161000,00,11540,76,"7/65","Жилое помещение",,,,"Ипотека",,"Квартира","40000000000","Г.Санкт-Петербург",,,,,"6",2,"Из учетных систем Росреестра","Росреестр","Не указан","2006","Не указан","Не указан","Сделка",6454116408
"180580036","Помещение","78:13:0007313",18,1,"Договор купли-продажи","09.2011","02.2013",100000,00,5524,86,,"Жилое помещение",,,,"Без обременения",,"Квартира","40000000000","Г.Санкт-Петербург",,,,"Воронежская","4",1,"Из учетных систем Росреестра","Росреестр","Не указан","2007","Не указан","Не указан","Сделка",6454116410
"29799037","Помещение","78:10:0005144",31,1,"Договор купли-продажи","11.2013","11.2013",800000,00,25723,47,"1/2","Жилое помещение",,,,"Ипотека",18,23,"Квартира","40273565000","Г.Санкт-Петербург",,,"Ленинград","Брюсовская","4",2,"Из учетных систем Росреестра","Росреестр","Не указан","1998","Не указан","Не указан","Сделка",6454116496
"34431002","Помещение","78:37:0017522",50,6,"Договор купли-продажи","02.2013","02.2013",1350000,00,26679,84,"1/6","Жилое помещение",,,,"Без обременения",29,9,"Квартира","40277553000","Г.Санкт-Петербург",,,"Понтонный","Парковая","5",2,"Из учетных систем Росреестра","Росреестр","Не указан","2003","Не указан","Не указан","Сделка",6454116534
"163614041","Помещение","78:15:0843402",40,3,"Договор купли-продажи","12.2013","12.2013",2695000,00,66873,45,,"Жилое помещение",,,,"Ипотека",,"Квартира","40276562000","Г.Санкт-Петербург",,,,"Бурцева","8",1,"Из учетных систем Росреестра","Росреестр","Не указан","2006","Не указан","Не указан","Сделка",6454116551
"114370034","Помещение","78:14:0772303",72,9,"Договор купли-продажи","01.2013","01.2013",1670000,00,22908,09,"144/484","Жилое помещение",,,,"Ипотека",,"Квартира","40000000000","Г.Санкт-Петербург",,,,"Пулковское","1",2,"Из учетных систем Росреестра","Росреестр","Не указан","2001","Не указан","Не указан","Сделка",6454116646
"36070036","Помещение","78:13:0007406",46,1,"Договор купли-продажи","12.2012","02.2013",1000000,00,21691,97,"1/3","Жилое помещение",,,,"Без обременения",,"Квартира","40000000000","Г.Санкт-Петербург",,,,"Бухарестская","5",3,"Из учетных систем Росреестра","Росреестр","Не указан","2012","Не указан","Не указан","Сделка",6454116683
"140950037","Помещение","78:10:0005216",57,8,"Договор купли-продажи","09.2013","09.2013",900000,00,15570,93,"1/4","Жилое помещение",,,,"Ипотека",,"Квартира","40000000000","Г.Санкт-Петербург",,,,"Светлановский","7",1,"Из учетных систем Росреестра","Росреестр","Не указан","2004","Не указан","Не указан","Сделка",6454116685
"10483770038","Помещение","78:34:0004281",44,5,"Договор купли-продажи","02.2013","03.2013",3830087,00,86069,37,,"Жилое помещение",,,,"Без обременения",,"Квартира","40000000000","Г.Санкт-Петербург",,,,"Шуваловский","20",1,"Из учетных систем Росреестра","Росреестр","Не указан","2010","Не указан","Не указан","Сделка",6454116733
"10162426002","Помещение","78:37:1711404",112,6,"Договор купли-продажи","11.2012","02.2013",350000,00,3108,35,"127/637","Жилое помещение",,,,"Без обременения",,"Квартира","40277501000","Г.Санкт-Петербург",,"Колпино",,"Заводской","15",1,"Из учетных систем Росреестра","Росреестр","Не указан","2011","Не указан","Не указан","Сделка",6454116755
"96482035","Помещение","78:40:0008310",64,8,"Договор купли-продажи","05.2013","05.2013",1000000,00,15432,10,"14/44","Жилое помещение",,,,"Ипотека",,"Квартира","40000000000","Г.Санкт-Петербург",,,,,"13",1,"Из учетных систем Росреестра","Росреестр","Не указан","2003","Не указан","Не указан","Сделка",6454116816
